Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Action
38082,443,14308,53,284,164,120,4,15,2,2,allow
36036,443,36036,443,261234,32183,229051,326,27,153,173,allow
55476,53,58894,53,232,110,122,2,30,1,1,allow
49395,53,40831,53,390,111,279,4,53,2,2,allow
55475,53,23820,53,253,87,166,4,39,2,2,allow
56624,53,36589,53,177,94,83,2,31,1,1,allow
57470,20220,32069,53,870,330,540,12,2308,6,6,allow
33856,443,15413,443,8171028,105740,5247,6637,149,745,5892,allow
59983,443,40333,443,296863,14073,282790,218,127,130,221,allow
15503,63425,41497,63425,481,150,331,2,1200,1,1,allow
53987,16571,20059,16571,70,70,0,1,5,1,0,allow
53986,54070,39036,54070,70,70,0,1,5,1,0,allow
64094,1024,62040,1024,69,70,0,1,3,1,0,allow
64095,1976,59706,1976,70,70,0,1,5,1,0,allow
52126,443,21159,443,1672,1149,523,13,37,8,6,allow
52144,80,16896,80,366,240,126,7,33,5,2,allow
50816,443,50681,443,134,60,74,3,2,2,1,allow
50057,80,26007,80,1570,754,816,10,16,6,4,allow
52146,80,44068,80,366,240,126,7,33,5,2,allow
54139,53,64934,53,168,78,90,2,31,1,1,allow
49410,53,29049,53,177,94,83,2,31,1,1,allow
53994,16605,15809,16605,70,70,0,2,8,2,0,allow
35242,8635,35242,8635,138,78,60,2,6,1,1,allow
52148,80,27900,80,366,93,126,7,33,5,2,allow
49900,443,28761,443,1820,1101,719,18,62,10,8,allow
43931,53,36161,53,168,78,90,2,31,1,1,allow
51048,445,0,0,70,70,0,1,0,1,0,drop
51045,445,0,0,70,70,0,1,0,1,0,drop
13394,32454,0,0,60,60,0,1,0,1,0,deny
61078,57470,0,0,62,62,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
55723,445,0,0,70,70,0,1,0,1,0,drop
55724,445,0,0,70,70,0,1,0,1,0,drop
51125,445,0,0,66,66,0,1,0,1,0,drop
51123,445,0,0,66,66,0,1,0,1,0,drop
51122,445,0,0,66,66,0,1,0,1,0,drop
51121,445,0,0,66,66,0,1,0,1,0,drop
51126,445,0,0,66,66,0,1,0,1,0,drop
51124,445,0,0,66,66,0,1,0,1,0,drop
51120,445,0,0,66,66,0,1,0,1,0,drop
51119,445,0,0,66,66,0,1,0,1,0,drop
40601,62413,0,0,146,146,0,1,0,1,0,deny
51041,445,0,0,70,70,0,1,0,1,0,drop
46448,30170,0,0,67,67,0,1,0,1,0,deny
10688,25174,0,0,90,90,0,1,0,1,0,deny
34086,25174,0,0,62,62,0,1,0,1,0,deny
64605,25174,0,0,62,62,0,1,0,1,0,deny
51039,445,0,0,70,70,0,1,0,1,0,drop
36460,25174,0,0,62,62,0,1,0,1,0,deny
57015,42707,0,0,62,62,0,1,0,1,0,deny
41213,25174,0,0,62,62,0,1,0,1,0,deny
57131,8055,0,0,145,145,0,1,0,1,0,deny
45855,25174,0,0,62,62,0,1,0,1,0,deny
54483,28324,0,0,66,66,0,1,0,1,0,deny
30983,25174,0,0,146,146,0,1,0,1,0,deny
59032,62413,0,0,66,66,0,1,0,1,0,deny
1582,56205,0,0,62,62,0,1,0,1,0,deny
65003,57470,0,0,78,78,0,1,0,1,0,deny
55718,445,0,0,70,70,0,1,0,1,0,drop
55717,445,0,0,70,70,0,1,0,1,0,drop
55713,445,0,0,70,70,0,1,0,1,0,drop
55708,445,0,0,70,70,0,1,0,1,0,drop
63486,28324,0,0,66,66,0,1,0,1,0,deny
39405,37605,0,0,62,62,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
51107,445,0,0,66,66,0,1,0,1,0,drop
51105,445,0,0,66,66,0,1,0,1,0,drop
51104,445,0,0,66,66,0,1,0,1,0,drop
59032,22114,0,0,66,66,0,1,0,1,0,deny
37563,47582,0,0,60,60,0,1,0,1,0,deny
443,47582,0,0,85,85,0,1,0,1,0,deny
443,47582,0,0,100,100,0,1,0,1,0,deny
59126,36567,0,0,66,65,0,1,0,1,0,deny
27621,33644,0,0,62,62,0,1,0,1,0,deny
52266,28324,0,0,66,66,0,1,0,1,0,deny
56456,1433,0,0,60,60,0,1,0,1,0,deny
43537,32454,0,0,60,60,0,1,0,1,0,deny
40772,15503,0,0,74,71,0,1,0,1,0,deny
50594,25174,0,0,66,66,0,1,0,1,0,deny
4323,64147,0,0,62,62,0,1,0,1,0,deny
55703,445,0,0,70,70,0,1,0,1,0,drop
55701,445,0,0,70,70,0,1,0,1,0,drop
55696,445,0,0,70,70,0,1,0,1,0,drop
55698,445,0,0,70,70,0,1,0,1,0,drop
34349,25174,0,0,146,146,0,1,0,1,0,deny
39587,22114,0,0,62,62,0,1,0,1,0,deny
36460,25174,0,0,62,62,0,1,0,1,0,deny
49529,21247,0,0,62,62,0,1,0,1,0,deny
64579,37965,0,0,66,66,0,1,0,1,0,deny
51021,445,0,0,70,70,0,1,0,1,0,drop
53771,57470,0,0,66,66,0,1,0,1,0,deny
15701,37965,0,0,146,146,0,1,0,1,0,deny
4529,56205,0,0,62,63,0,1,0,1,0,deny
45060,37965,0,0,62,62,0,1,0,1,0,deny
32554,34729,0,0,62,62,0,1,0,1,0,deny
51018,445,0,0,70,70,0,1,0,1,0,drop
47913,41798,0,0,146,146,0,1,0,1,0,deny
55686,445,0,0,70,70,0,1,0,1,0,drop
55683,445,0,0,70,70,0,1,0,1,0,drop
55679,445,0,0,70,70,0,1,0,1,0,drop
2206,25174,0,0,62,62,0,1,0,1,0,deny
64808,62413,0,0,62,62,0,1,0,1,0,deny
17244,22114,0,0,62,62,0,1,0,1,0,deny
51123,445,0,0,66,66,0,1,0,1,0,drop
51014,445,0,0,70,70,0,1,0,1,0,drop
58925,25174,0,0,66,66,0,1,0,1,0,deny
40601,37807,0,0,146,146,0,1,0,1,0,deny
51012,445,0,0,70,70,0,1,0,1,0,drop
52838,37965,0,0,66,66,0,1,0,1,0,deny
34217,23,0,0,60,60,0,1,0,1,0,deny
52459,33890,0,0,60,60,0,1,0,1,0,deny
51010,445,0,0,70,70,0,1,0,1,0,drop
55678,445,0,0,70,70,0,1,0,1,0,drop
6666,3389,0,0,60,60,0,1,0,1,0,deny
1024,21854,0,0,157,157,0,1,0,1,0,reset-both
55677,445,0,0,70,70,0,1,0,1,0,drop
25533,33644,0,0,62,62,0,1,0,1,0,deny
47132,1433,0,0,60,60,0,1,0,1,0,deny
56119,37965,0,0,62,62,0,1,0,1,0,deny
51123,445,0,0,66,66,0,1,0,1,0,drop
51076,445,0,0,66,66,0,1,0,1,0,drop
51003,445,0,0,70,70,0,1,0,1,0,drop
54502,34729,0,0,66,66,0,1,0,1,0,deny
53626,28324,0,0,66,66,0,1,0,1,0,deny
53712,25174,0,0,66,66,0,1,0,1,0,deny
51001,445,0,0,70,70,0,1,0,1,0,drop
33726,44847,0,0,62,62,0,1,0,1,0,deny
22568,37965,0,0,66,66,0,1,0,1,0,deny
443,49988,0,0,82,82,0,1,0,1,0,deny
55667,445,0,0,70,70,0,1,0,1,0,drop
55665,445,0,0,70,70,0,1,0,1,0,drop
55660,445,0,0,70,70,0,1,0,1,0,drop
55658,445,0,0,70,70,0,1,0,1,0,drop
53985,30188,0,0,62,62,0,1,0,1,0,deny
57613,42707,0,0,62,62,0,1,0,1,0,deny
6666,6001,0,0,60,60,0,1,0,1,0,deny
45941,23386,0,0,60,60,0,1,0,1,0,deny
51000,445,0,0,70,70,0,1,0,1,0,drop
51071,28324,0,0,66,66,0,1,0,1,0,drop
50999,445,0,0,70,70,0,1,0,1,0,drop
50998,445,0,0,70,70,0,1,0,1,0,drop
55759,32454,0,0,60,60,0,1,0,1,0,deny
50995,445,0,0,70,70,0,1,0,1,0,drop
50992,445,0,0,70,70,0,1,0,1,0,drop
51067,445,0,0,66,66,0,1,0,1,0,drop
51066,445,0,0,66,66,0,1,0,1,0,drop
51065,445,0,0,66,66,0,1,0,1,0,drop
51062,445,0,0,66,66,0,1,0,1,0,drop
51057,445,0,0,66,66,0,1,0,1,0,drop
51063,445,0,0,66,66,0,1,0,1,0,drop
51059,445,0,0,66,66,0,1,0,1,0,drop
55651,445,0,0,70,70,0,1,0,1,0,drop
21268,62609,0,0,118,146,0,1,0,1,0,deny
21268,62609,0,0,146,146,0,1,0,1,0,deny
55648,445,0,0,70,70,0,1,0,1,0,drop
55646,445,0,0,70,70,0,1,0,1,0,drop
55644,445,0,0,70,70,0,1,0,1,0,drop
50980,445,0,0,70,70,0,1,0,1,0,drop
50979,445,0,0,70,70,0,1,0,1,0,drop
23758,44847,0,0,62,62,0,1,0,1,0,deny
50975,445,0,0,70,70,0,1,0,1,0,drop
53324,44847,0,0,66,66,0,1,0,1,0,deny
50970,445,0,0,67,67,0,1,0,1,0,drop
50969,445,0,0,70,70,0,1,0,1,0,drop
53243,57470,0,0,74,74,0,1,0,1,0,deny
64776,28324,0,0,66,66,0,1,0,1,0,deny
50547,22197,0,0,66,66,0,1,0,1,0,deny
64298,50584,0,0,66,66,0,1,0,1,0,deny
30456,36237,0,0,62,62,0,1,0,1,0,deny
56816,443,16188,443,7956,1967,6020,20,15,13,9,allow
47256,80,26180,80,11706,10536,13044,36,39,18,18,allow
50198,3389,50198,3389,3343,1454,1889,15,16,8,7,allow
56624,53,45708,53,170,87,83,2,30,1,1,allow
38814,443,32005,443,8021,2001,4997,20,16,11,9,allow
52007,443,2667,443,10217,8266,20403,33,39,20,13,allow
64092,14447,29856,14447,66,66,0,1,5,1,0,allow
64270,443,64270,443,4747,1840,2907,19,27,13,8,allow
47957,443,48007,443,9466,2602,6864,41,185,20,21,allow
52469,443,22069,443,29896,14149,15747,61,436,35,26,allow
46898,53,46898,53,194,87,139,2,30,1,1,allow
53198,443,53198,443,4591,1684,2907,19,28,11,8,allow
5886,80,5886,80,138678,5557,133121,17,16,58,94,allow
56815,443,53722,443,7903,1914,5989,20,15,11,9,allow
52270,3708,62556,3708,316,136,180,6,3,3,3,allow
52264,43015,38341,43015,70,70,0,2,7,2,0,allow
62685,443,28394,443,7023,2352,13907,18,75,10,20,allow
49333,443,8337,443,50226,4284,8464,76,75,11,45,allow
62892,443,62892,443,4377,1470,6712,19,30,11,8,allow
54192,3389,43125,3389,6312,2620,3692,23,134,12,13,allow
45511,443,21846,443,506,292,214,8,50,5,3,allow
45232,80,45232,80,2895,1484,1411,10,15,6,9,allow
51164,443,28609,443,5040,2216,2297,21,59,18,16,allow
64099,55470,50878,55470,66,66,0,1,0,1,0,allow
52240,52893,2825,52893,66,66,0,1,5,1,0,allow
48550,443,27735,443,778,358,420,12,43,6,6,allow
47845,53,47845,53,243,94,149,2,32,1,1,allow
52492,16350,50284,16350,70,70,0,2,5,2,0,allow
53177,8595,28264,8595,70,70,0,2,9,1,0,allow
53984,57077,2292,57077,70,70,0,1,5,1,0,allow
56674,443,44964,443,237,177,60,2,5,2,1,allow
34440,53,34440,53,235,90,145,2,32,1,1,allow
44389,443,27883,443,3067,1817,1250,18,16,8,10,allow
52265,32078,35097,32078,70,70,0,2,7,2,0,allow
61928,53,39612,53,168,86,82,2,35,1,1,allow
35609,443,35165,443,237,177,60,3,5,2,1,allow
55727,43736,19578,43736,70,70,0,1,5,1,0,allow
56911,53,21649,53,170,87,83,2,30,1,1,allow
50193,3389,50193,3389,3409,1454,1955,16,16,8,8,allow
49935,53,10954,53,75,75,0,1,30,1,0,allow
52852,53,0,0,82,82,0,1,10,1,0,allow
59226,53,50964,53,194,87,107,2,30,1,1,allow
60286,443,29238,443,7576,1897,5679,23,136,13,10,allow
27313,53,27313,53,194,87,107,2,31,1,1,allow
55674,53,14625,53,744,89,655,2,30,1,1,allow
40814,53,45797,53,213,87,126,2,31,1,1,allow
53067,4040,24964,4040,115,115,0,1,31,1,0,allow
56730,53,33263,53,170,87,83,2,31,1,1,allow
46713,53,46713,53,217,93,130,2,31,1,1,allow
32806,53,32806,53,194,87,107,2,31,1,1,allow
56434,53,6758,53,701,88,613,2,31,1,1,allow
51221,184,41578,64767,330,330,0,6,1200,6,0,allow
36272,53,19502,53,198,89,109,2,31,1,1,allow
53151,53,29237,53,168,78,90,2,31,1,1,allow
56086,443,31892,443,6817,3598,3219,32,143,15,17,allow
27839,53,27839,53,213,87,126,2,31,1,1,allow
22835,51221,0,0,62,62,0,1,0,1,0,deny
65305,51221,0,0,66,66,0,1,0,1,0,deny
23001,64147,0,0,62,62,0,1,0,1,0,deny
52128,37807,0,0,62,62,0,1,0,1,0,deny
23632,64147,0,0,66,66,0,1,0,1,0,deny
48706,40244,0,0,60,60,0,1,0,1,0,deny
64288,53,54415,53,398,103,295,4,41,2,2,allow
52041,80,18599,80,2901,1407,1494,15,38,9,6,allow
59114,80,46757,80,314,192,122,6,15,4,2,allow
56052,53,22562,53,177,94,83,2,30,1,1,allow
48640,184,40663,80,546,300,246,10,32,6,4,allow
48706,23393,0,0,60,60,0,1,0,1,0,deny
52605,445,0,0,70,70,0,1,0,1,0,drop
55642,445,0,0,70,70,0,1,0,1,0,drop
55640,445,0,0,70,70,0,1,0,1,0,drop
51050,445,0,0,66,66,0,1,0,1,0,drop
35207,22114,0,0,62,62,0,1,0,1,0,deny
55635,445,0,0,70,70,0,1,0,1,0,drop
50957,445,0,0,70,70,0,1,0,1,0,drop
51432,25174,0,0,146,146,0,1,0,1,0,deny
51047,445,0,0,66,66,0,1,0,1,0,drop
51123,445,0,0,66,66,0,1,0,1,0,drop
51045,445,0,0,66,66,0,1,0,1,0,drop
17925,26467,0,0,66,66,0,1,0,1,0,deny
34993,15503,0,0,62,62,0,1,0,1,0,deny
8040,44847,0,0,66,66,0,1,0,1,0,deny
42886,25174,0,0,66,66,0,1,0,1,0,deny
51042,445,0,0,66,66,0,1,0,1,0,drop
2978,48817,0,0,66,66,0,1,0,1,0,deny
1536,48817,0,0,62,62,0,1,0,1,0,deny
43269,50584,0,0,66,66,0,1,0,1,0,deny
33453,64147,0,0,62,62,0,1,0,1,0,deny
51414,22,0,0,60,60,0,1,0,1,0,deny
34810,25174,0,0,62,62,0,1,0,1,0,deny
50951,445,0,0,70,70,0,1,0,1,0,drop
5685,35440,0,0,62,62,0,1,0,1,0,deny
55633,445,0,0,70,70,0,1,0,1,0,drop
51598,56079,0,0,66,66,0,1,0,1,0,deny
40239,22114,0,0,146,146,0,1,0,1,0,deny
443,18368,0,0,60,60,0,1,0,1,0,deny
55622,445,0,0,70,70,0,1,0,1,0,drop
52145,80,50375,80,366,240,126,7,32,3,2,allow
50039,7000,50039,7000,3050,1659,1391,16,15,9,7,allow
56717,444,40230,80,3894448,104279,3790169,4041,97,1411,2630,allow
52162,443,20113,443,1461,924,537,14,31,7,6,allow
63416,37105,49502,37105,212,136,180,6,6,1,1,allow
56504,53,38754,53,198,102,96,2,32,1,1,allow
64098,10096,50669,10096,70,70,0,1,4,1,0,allow
52241,51717,19106,51717,70,70,0,1,4,1,0,allow
52143,80,6472,80,366,240,126,7,32,5,2,allow
55576,443,8381,443,7912,3269,4643,23,95,12,11,allow
52164,443,54936,443,4187,1336,3414,16,30,9,7,allow
52115,443,22081,443,2530,3870,7681,2,37,16,13,allow
52147,80,1117,80,366,240,126,7,32,5,2,allow
52157,80,19874,80,366,240,126,7,32,5,2,allow
55526,80,37218,10893,78,78,0,2,8,2,0,allow
52151,80,38473,80,546,300,246,5,32,6,4,allow
57301,443,64650,443,63494,7222,9708,107,81,49,58,allow
60512,6881,47607,6881,320,140,180,3,6,3,3,allow
53982,24226,55007,24226,70,70,0,1,4,1,0,allow
53985,26515,17330,26515,70,70,0,1,4,1,0,allow
16965,3389,16965,3389,4085,1916,2169,21,18,12,9,allow
52000,80,35679,80,3604,2064,1540,15,40,10,5,allow
38717,313,31292,443,958865,18695,940170,908,16,266,642,allow
56624,53,34436,53,177,94,83,2,30,1,1,allow
49795,53,44891,53,263,94,169,2,30,1,1,allow
50057,53,37422,53,177,94,83,2,30,1,1,allow
55306,53,39881,53,177,94,83,2,30,1,1,allow
52159,13976,23650,80,502,310,192,9,31,6,3,allow
52153,80,26645,80,221,240,126,7,32,5,2,allow
55725,14704,64431,14704,70,70,0,1,5,1,0,allow
50711,80,19117,80,1658,1247,411,8,15,5,3,allow
58304,443,13109,443,13442,1200,12242,26,29,11,15,allow
58305,443,45083,443,11659,1027,10632,25,91,11,14,allow
60291,53,5136,53,78,78,0,1,30,1,0,allow
52234,53,42493,53,423,97,254,2,30,1,1,allow
49436,53,61599,53,718,94,624,2,30,1,1,allow
64226,53,54672,53,245,94,151,2,30,1,1,allow
55379,443,27244,443,13679,7277,6402,33,262,15,20,allow
33825,443,41237,443,9407,1463,7174,38,96,16,22,allow
19763,53,19763,53,216,82,134,2,32,1,1,allow
56741,53,5499,53,189,97,276,2,30,1,1,allow
51041,80,59300,80,1514,480,1034,11,15,7,5,allow
56663,53,41717,53,181,94,87,2,33,1,1,allow
56440,53,62063,53,212,102,110,2,30,1,1,allow
49961,443,64983,443,16890,2165,9765,33,98,19,14,allow
52236,15313,26526,15313,70,70,0,1,5,1,0,allow
56052,53,19569,53,177,94,83,2,30,1,1,allow
53971,80,16324,62,662,448,214,10,15,7,3,allow
64196,53,65372,53,262,94,162,2,30,1,1,allow
31984,123,58815,123,184,94,90,2,30,1,1,allow
49935,53,35114,53,168,86,82,2,30,1,1,allow
55639,53,27613,53,244,94,150,2,30,1,1,allow
53470,53,29709,53,168,78,90,2,30,1,1,allow
51986,80,28001,80,1420,888,532,11,30,7,5,allow
40831,80,63406,80,1614,1300,314,10,15,5,5,allow
36138,443,58693,443,50384,5218,5260,76,99,26,50,allow
40666,53,41502,53,168,78,90,2,30,1,1,allow
50563,53,11644,53,718,94,624,2,30,1,1,allow
50480,443,25461,443,57535,3735,53800,70,122,26,44,allow
57138,443,59763,443,70379,4205,66174,101,403,51,50,allow
52152,80,10469,80,221,240,126,7,32,5,2,allow
55724,45682,6518,45682,70,70,0,1,5,1,0,allow
51999,80,34655,80,20433,10970,9463,34,42,19,15,allow
51934,443,39970,443,9735,2891,6844,30,82,17,19,allow
56521,53,35277,53,305,86,219,2,30,1,1,allow
50056,27018,7128,27018,468,390,221,5,30,4,1,allow
65078,53,46568,53,177,94,83,2,30,1,1,allow
55999,443,53262,443,2836,2078,43554,58,120,22,36,allow
43088,4002,50878,5228,4708,1753,2955,27,4133,12,15,allow
37647,443,32937,443,101988,19797,677584,296,106,247,478,allow
51395,443,8670,443,81295,4140,77155,114,117,42,25,allow
52142,80,50942,80,3175,2244,126,5,32,3,2,allow
52155,80,52769,71,366,240,126,7,28,5,2,allow
65524,443,51488,443,282968,9210,273758,369,15,106,190,allow
52163,443,4704,443,4187,773,3414,16,30,9,7,allow
52205,443,17095,443,1461,1127,537,13,31,7,6,allow
53995,41985,32805,41985,70,70,0,2,7,2,0,allow
54856,51413,17316,51413,460,150,310,2,1200,1,1,allow
65525,443,9387,443,92106,4799,87448,107,15,43,64,allow
52080,80,40918,80,27100,21684,5416,39,38,25,14,allow
52158,80,31502,80,3219,2262,192,9,24,6,3,allow
10151,11888,57602,11888,491,150,341,2,1200,1,1,allow
52154,80,54882,80,366,240,126,7,32,3,2,allow
49899,443,6307,443,1820,1101,719,18,72,10,8,allow
53983,40500,0,40500,70,70,0,1,4,1,0,allow
49668,443,64842,443,1303,754,534,13,50,5,8,allow
64093,64828,53558,64828,70,70,0,1,4,1,0,allow
52237,16801,7817,16801,70,70,0,1,5,1,0,allow
57242,53,53275,53,184,86,98,2,30,1,1,allow
60833,443,43148,443,1157,817,340,10,26,5,3,allow
32971,443,57614,443,300,180,120,4,15,2,2,allow
52027,80,10157,80,9732,8170,1562,18,38,10,8,allow
56172,53,12622,53,213,87,166,4,29,2,1,allow
56663,53,55920,53,181,94,135,2,30,1,1,allow
56773,80,16432,80,190,703,759,8,16,1,3,allow
44421,443,49028,443,2548,1565,983,20,330,11,9,allow
55806,53,41692,53,200,94,98,2,30,1,1,allow
17129,53,44048,53,225,78,147,2,31,1,1,allow
51404,443,52894,313,3591,2650,6426,35,247,15,20,allow
36503,443,18047,443,3549,899,2650,13,120,6,7,allow
53660,443,62189,443,2955,864,2091,11,119,5,9,allow
55385,3711,33851,3711,11527127,373718,11153409,15,21,8,8196,allow
52018,80,60048,80,4988,2667,105,15,38,10,5,allow
52623,32463,19971,32463,70,70,0,1,5,1,0,allow
50054,443,33481,443,7630,839,6791,20,79,9,11,allow
56624,53,60055,53,328,87,163,4,52,2,2,allow
56667,53,36173,53,232,94,138,2,30,1,1,allow
56684,53,5087,53,194,94,100,2,30,1,1,allow
65001,53,27011,53,200,78,91,2,30,1,1,allow
56751,53,35800,53,177,94,83,2,30,1,1,allow
52127,80,9783,80,2412,1750,662,13,36,9,4,allow
12939,53,12939,53,199,82,134,2,32,1,1,allow
48981,443,26318,443,57366,3449,15705,111,440,66,45,allow
52238,48996,43886,48996,70,70,0,1,5,1,0,allow
55848,53,3289,53,387,134,253,3,30,1,1,allow
